Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Engine Size Clean,Engine Size Category,Horsepower (HP) Clean,Power Category,Price (in USD),Seats Clean,Efficiency Category,Price per HP,Price per Seat,Price per Engine Size,Price per Efficiency,Brand Type,Price per Brand Type HP,Price per Brand Type Engine Size
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.5 sec,"$65,500 ",Petrol,8,519 Nm,5300.0,Extra Large,355,Very High Power,65500.0,8,Media,184.50704225352112,8187.5,12.358490566037736,32750.0,Mainstream,184.50704225352112,12.358490566037736
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.8 sec,"$70,000 ",Petrol,7,624 Nm,6200.0,Extra Large,420,Very High Power,70000.0,7,Media,166.66666666666666,10000.0,11.290322580645162,35000.0,Mainstream,166.66666666666666,11.290322580645162
Volvo,Volvo FH,13.0L I6 Turbo Diesel,13000 cc,540 hp,120 km/h,15.0 sec,"$120,000 ",Diesel,2,2600 Nm,13000.0,Extra Large,540,Very High Power,120000.0,2,Baja,222.22222222222223,60000.0,9.23076923076923,120000.0,Premium,111.11111111111111,4.615384615384615
Volvo,Volvo FH16,16.1L I6 Turbo Diesel,16100 cc,750 hp,120 km/h,14.5 sec,"$160,000 ",Diesel,2,3500 Nm,16100.0,Extra Large,750,Very High Power,160000.0,2,Baja,213.33333333333334,80000.0,9.937888198757763,160000.0,Premium,106.66666666666667,4.968944099378882
Volvo,Volvo FM,12.8L I6 Turbo Diesel,12800 cc,460 hp,110 km/h,16.0 sec,"$100,000 ",Diesel,2,2200 Nm,12800.0,Extra Large,460,Very High Power,100000.0,2,Baja,217.3913043478261,50000.0,7.8125,100000.0,Premium,108.69565217391305,3.90625
Volvo,Volvo FMX,13.0L I6 Turbo Diesel,13000 cc,500 hp,110 km/h,16.5 sec,"$110,000 ",Diesel,2,2500 Nm,13000.0,Extra Large,500,Very High Power,110000.0,2,Baja,220.0,55000.0,8.461538461538462,110000.0,Premium,110.0,4.230769230769231
Volvo,Volvo VNL,12.8L I6 Turbo Diesel,12800 cc,500 hp,120 km/h,15.0 sec,"$125,000 ",Diesel,2,2400 Nm,12800.0,Extra Large,500,Very High Power,125000.0,2,Baja,250.0,62500.0,9.765625,125000.0,Premium,125.0,4.8828125
Volvo,Volvo VNR,12.8L I6 Turbo Diesel,12800 cc,400 hp,110 km/h,17.0 sec,"$95,000 ",Diesel,2,1800 Nm,12800.0,Extra Large,400,Very High Power,95000.0,2,Baja,237.5,47500.0,7.421875,95000.0,Premium,118.75,3.7109375
Volvo,Volvo VHD,12.8L I6 Turbo Diesel,12800 cc,500 hp,100 km/h,18.0 sec,"$120,000 ",Diesel,2,2500 Nm,12800.0,Extra Large,500,Very High Power,120000.0,2,Baja,240.0,60000.0,9.375,120000.0,Premium,120.0,4.6875
Volvo,Volvo FE,7.7L I6 Turbo Diesel,7700 cc,280 hp,90 km/h,20.0 sec,"$85,000 ",Diesel,2,1200 Nm,7700.0,Extra Large,280,High Power,85000.0,2,Baja,303.57142857142856,42500.0,11.03896103896104,85000.0,Premium,151.78571428571428,5.51948051948052
Volvo,Volvo FL,5.1L I4 Turbo Diesel,5100 cc,180 hp,80 km/h,22.0 sec,"$75,000 ",Diesel,2,800 Nm,5100.0,Extra Large,180,Medium Power,75000.0,2,Baja,416.6666666666667,37500.0,14.705882352941176,75000.0,Premium,208.33333333333334,7.352941176470588
Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,"1,500 - 2,000 cc",160 - 250 hp,220 km/h,7.5 sec,"$25,000 - $40,000",Petrol/Hybrid,5,200 - 400 Nm,2000.0,Large,205,High Power,25000.0,5,Media,121.95121951219512,5000.0,12.5,12500.0,Mainstream,121.95121951219512,12.5
Ford,Taurus,3.5L V6 / 2.0L EcoBoost,"2,000 - 3,500 cc",200 - 365 hp,220 km/h,6.5 sec,"$30,000 - $45,000",Petrol,5,300 - 500 Nm,3500.0,Extra Large,282,High Power,30000.0,5,Media,106.38297872340425,6000.0,8.571428571428571,15000.0,Mainstream,106.38297872340425,8.571428571428571
Ford,Fiesta,1.0L EcoBoost / 1.5L,"1,000 - 1,500 cc",85 - 200 hp,200 km/h,7.0 sec,"$15,000 - $25,000",Petrol,5,130 - 290 Nm,1500.0,Medium,142,Medium Power,15000.0,5,Media,105.63380281690141,3000.0,10.0,7500.0,Mainstream,105.63380281690141,10.0
Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,"1,000 - 2,000 cc",120 - 300 hp,220 km/h,6.5 sec,"$20,000 - $30,000",Petrol,5,150 - 400 Nm,2000.0,Large,210,High Power,20000.0,5,Media,95.23809523809524,4000.0,10.0,10000.0,Mainstream,95.23809523809524,10.0
Ford,KA+,1.2L Petrol,"1,200 cc",70 - 85 hp,165 km/h,10.5 sec,"$12,000 - $15,000",Petrol,5,100 - 140 Nm,1200.0,Medium,77,Low Power,12000.0,5,Media,155.84415584415584,2400.0,10.0,6000.0,Mainstream,155.84415584415584,10.0
Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,"1,000 - 2,000 cc",123 - 166 hp,180 km/h,9.0 sec,"$20,000 - $25,000",Petrol,5,170 - 200 Nm,2000.0,Large,144,Medium Power,20000.0,5,Media,138.88888888888889,4000.0,10.0,10000.0,Mainstream,138.88888888888889,10.0
Ford,Escape (Kuga),1.5L EcoBoost / 2.5L Hybrid,"1,500 - 2,500 cc",181 - 200 hp,190 km/h,7.5 sec,"$25,000 - $38,000",Petrol/Hybrid,5,230 - 200 Nm,2500.0,Extra Large,190,Medium Power,25000.0,5,Media,131.57894736842104,5000.0,10.0,12500.0,Mainstream,131.57894736842104,10.0
Ford,Edge,2.0L EcoBoost / 2.7L V6,"2,000 - 2,700 cc",250 - 335 hp,200 km/h,6.5 sec,"$35,000 - $45,000",Petrol,5,400 - 475 Nm,2700.0,Extra Large,292,High Power,35000.0,5,Media,119.86301369863014,7000.0,12.962962962962964,17500.0,Mainstream,119.86301369863014,12.962962962962964
Ford,Explorer,2.3L EcoBoost / 3.0L V6,"2,300 - 3,000 cc",300 - 400 hp,200 km/h,6.0 sec,"$35,000 - $55,000",Petrol,7,420 - 500 Nm,3000.0,Extra Large,350,Very High Power,35000.0,7,Media,100.0,5000.0,11.666666666666666,17500.0,Mainstream,100.0,11.666666666666666
Ford,Expedition,3.5L EcoBoost / 5.4L V8,"3,500 - 5,400 cc",375 - 400 hp,180 km/h,6.5 sec,"$50,000 - $75,000",Petrol,8,650 - 800 Nm,5400.0,Extra Large,387,Very High Power,50000.0,8,Media,129.19896640826875,6250.0,9.25925925925926,25000.0,Mainstream,129.19896640826875,9.25925925925926
Ford,Bronco,2.3L EcoBoost / 2.7L V6,"2,300 - 2,700 cc",275 - 310 hp,200 km/h,7.5 sec,"$30,000 - $55,000",Petrol,4,400 - 600 Nm,2700.0,Extra Large,292,High Power,30000.0,4,Media,102.73972602739725,7500.0,11.11111111111111,15000.0,Mainstream,102.73972602739725,11.11111111111111
Ford,Bronco Sport,1.5L EcoBoost / 2.0L EcoBoost,"1,500 - 2,000 cc",181 - 250 hp,185 km/h,7.0 sec,"$26,000 - $38,000",Petrol,5,250 - 375 Nm,2000.0,Large,215,High Power,26000.0,5,Media,120.93023255813954,5200.0,13.0,13000.0,Mainstream,120.93023255813954,13.0
Ford,F-150,3.3L V6 / 5.0L V8 / 3.5L EcoBoost,"3,300 - 5,000 cc",290 - 450 hp,200 km/h,5.0 - 6.5 sec,"$35,000 - $75,000",Petrol/Diesel,5,400 - 700 Nm,5000.0,Extra Large,370,Very High Power,35000.0,5,Media,94.5945945945946,7000.0,7.0,17500.0,Mainstream,94.5945945945946,7.0
Ford,F-250 Super Duty,6.2L V8 / 7.3L V8 / 6.7L Turbo-Diesel,"6,200 - 7,300 cc",385 - 475 hp,180 km/h,6.5 - 7.0 sec,"$40,000 - $70,000",Petrol/Diesel,5,"700 - 1,050 Nm",7300.0,Extra Large,430,Very High Power,40000.0,5,Media,93.02325581395348,8000.0,5.47945205479452,20000.0,Mainstream,93.02325581395348,5.47945205479452
Ford,F-350 Super Duty,6.7L Turbo-Diesel / 7.3L V8,"6,700 - 7,300 cc",450 - 475 hp,180 km/h,7.0 - 8.0 sec,"$45,000 - $75,000",Diesel,5,"1,050 - 1,200 Nm",7300.0,Extra Large,462,Very High Power,45000.0,5,Media,97.40259740259741,9000.0,6.164383561643835,22500.0,Mainstream,97.40259740259741,6.164383561643835
Ford,Maverick,2.5L Hybrid / 2.0L EcoBoost,"2,500 - 2,000 cc",191 - 250 hp,180 km/h,6.5 - 8.0 sec,"$22,000 - $30,000",Hybrid/Petrol,5,250 - 380 Nm,2000.0,Large,220,High Power,22000.0,5,Media,100.0,4400.0,11.0,11000.0,Mainstream,100.0,11.0
Ford,Ranger,2.3L Turbo Inline-4 / 2.7L V6,"2,300 - 2,700 cc",270 - 325 hp,180 km/h,6.0 - 7.0 sec,"$25,000 - $45,000",Petrol/Diesel,5,400 - 540 Nm,2700.0,Extra Large,297,High Power,25000.0,5,Media,84.17508417508418,5000.0,9.25925925925926,12500.0,Mainstream,84.17508417508418,9.25925925925926
Ford,Mustang Mach-E,Electric Motor,Battery (68-98 kWh),290-480 hp,180 km/h,3.5 sec (GT Model),"$43,000 - $61,000",Electric,5,430 Nm (GT Model),98.0,Small,385,Very High Power,43000.0,5,Alta,111.68831168831169,8600.0,438.7755102040816,14333.333333333334,Mainstream,111.68831168831169,438.7755102040816
Ford,F-150 Lightning,Electric Motor,Battery (98 kWh),452 hp,180 km/h,4.5 sec,"$40,000 - $90,000",Electric,5,1051 Nm,98.0,Small,452,Very High Power,40000.0,5,Alta,88.49557522123894,8000.0,408.16326530612247,13333.333333333334,Mainstream,88.49557522123894,408.16326530612247
Ford,Escape Hybrid,2.5L Inline-4 + Electric,"2,500 cc",200 hp,180 km/h,7.7 sec,"$28,000 - $38,000",Hybrid,5,210 Nm (Electric),2500.0,Extra Large,200,High Power,28000.0,5,Media,140.0,5600.0,11.2,14000.0,Mainstream,140.0,11.2
Ford,Explorer Hybrid,3.3L V6 + Electric,"3,300 cc",318 hp,180 km/h,7.5 sec,"$50,000 - $55,000",Hybrid,7,500 Nm,3300.0,Extra Large,318,Very High Power,50000.0,7,Media,157.23270440251574,7142.857142857143,15.151515151515152,25000.0,Mainstream,157.23270440251574,15.151515151515152
Ford,Mustang,5.0L V8,"5,000 cc",450 hp,250 km/h,4.3 sec,"$55,000 ",Petrol,4,530 Nm,5000.0,Extra Large,450,Very High Power,55000.0,4,Media,122.22222222222223,13750.0,11.0,27500.0,Mainstream,122.22222222222223,11.0
Ford,GT,3.5L Twin-Turbo V6,"3,500 cc",660 hp,348 km/h,3.0 sec,"$500,000 ",Petrol,2,746 Nm,3500.0,Extra Large,660,Very High Power,500000.0,2,Alta,757.5757575757576,250000.0,142.85714285714286,166666.66666666666,Mainstream,757.5757575757576,142.85714285714286
Ford,Focus ST,2.3L Turbo Inline-4,"2,300 cc",280 hp,250 km/h,5.7 sec,"$30,000 ",Petrol,5,420 Nm,2300.0,Large,280,High Power,30000.0,5,Media,107.14285714285714,6000.0,13.043478260869565,15000.0,Mainstream,107.14285714285714,13.043478260869565
Ford,Fiesta ST,1.5L Turbo Inline-3,"1,500 cc",200 hp,230 km/h,6.5 sec,"$23,000 ",Petrol,5,290 Nm,1500.0,Medium,200,High Power,23000.0,5,Media,115.0,4600.0,15.333333333333334,11500.0,Mainstream,115.0,15.333333333333334
Ford,Bronco Raptor,3.0L Twin-Turbo V6,"3,000 cc",400 hp,220 km/h,5.5 sec,"$70,000 ",Petrol,4,583 Nm,3000.0,Extra Large,400,Very High Power,70000.0,4,Media,175.0,17500.0,23.333333333333332,35000.0,Mainstream,175.0,23.333333333333332
Ford,Ranger Raptor,2.7L Twin-Turbo V6,"2,700 cc",392 hp,200 km/h,6.0 sec,"$45,000 ",Petrol,5,583 Nm,2700.0,Extra Large,392,Very High Power,45000.0,5,Media,114.79591836734694,9000.0,16.666666666666668,22500.0,Mainstream,114.79591836734694,16.666666666666668
Ford,F-150 Raptor,3.5L Twin-Turbo V6,"3,500 cc",450 hp,200 km/h,5.0 sec,"$70,000 ",Petrol,5,691 Nm,3500.0,Extra Large,450,Very High Power,70000.0,5,Media,155.55555555555554,14000.0,20.0,35000.0,Mainstream,155.55555555555554,20.0
Ford,Puma,Turbocharged Inline-3,"1,000 cc",123 hp,191 km/h,9.6 sec,"$28,000 ",Petrol,5,200 Nm,1000.0,Medium,123,Medium Power,28000.0,5,Media,227.64227642276424,5600.0,28.0,14000.0,Mainstream,227.64227642276424,28.0
Ford,Territory,Turbocharged Inline-4,"1,500 cc",140 hp,180 km/h,11.0 sec,"$32,000 ",Petrol,5,225 Nm,1500.0,Medium,140,Medium Power,32000.0,5,Media,228.57142857142858,6400.0,21.333333333333332,16000.0,Mainstream,228.57142857142858,21.333333333333332
Ford,Everest,Turbocharged Inline-4,"2,000 cc",210 hp,190 km/h,10.5 sec,"$52,000 ",Diesel,7,500 Nm,2000.0,Large,210,High Power,52000.0,7,Media,247.61904761904762,7428.571428571428,26.0,26000.0,Mainstream,247.61904761904762,26.0
Ford,Flex,Naturally Aspirated V6,"3,500 cc",287 hp,200 km/h,7.9 sec,"$31,000 ",Petrol,7,345 Nm,3500.0,Extra Large,287,High Power,31000.0,7,Media,108.01393728222996,4428.571428571428,8.857142857142858,15500.0,Mainstream,108.01393728222996,8.857142857142858
Ford,Transit,EcoBlue Turbo Diesel,"2,000 cc",170 hp,160 km/h,12.0 sec,"$43,455 ",Diesel,215,405 Nm,2000.0,Large,170,Medium Power,43455.0,2,Media,255.61764705882354,21727.5,21.7275,21727.5,Mainstream,255.61764705882354,21.7275
Ford,Transit Connect,Inline-4 Gasoline Engine,"2,000 cc",162 hp,175 km/h,10.5 sec,"$29,365 ",Petrol,27,200 Nm,2000.0,Large,162,Medium Power,29365.0,2,Media,181.26543209876544,14682.5,14.6825,14682.5,Mainstream,181.26543209876544,14.6825
Ford,F-450 Super Duty,Turbocharged V8 Diesel,"6,700 cc",475 hp,165 km/h,8.5 sec,"$61,625 ",Diesel,26,"1,424 Nm",6700.0,Extra Large,475,Very High Power,61625.0,2,Media,129.73684210526315,30812.5,9.197761194029852,30812.5,Mainstream,129.73684210526315,9.197761194029852
Ford,F-550 Super Duty,Turbocharged V8 Diesel,"6,700 cc",475 hp,165 km/h,8.8 sec,"$64,540 ",Diesel,26,"1,424 Nm",6700.0,Extra Large,475,Very High Power,64540.0,2,Media,135.8736842105263,32270.0,9.632835820895522,32270.0,Mainstream,135.8736842105263,9.632835820895522
Ford,Mustang Shelby GT500,Supercharged V8,"5,200 cc",760 hp,290 km/h,3.5 sec,"$79,420 ",Petrol,2,847 Nm,5200.0,Extra Large,760,Very High Power,79420.0,2,Media,104.5,39710.0,15.273076923076923,39710.0,Mainstream,104.5,15.273076923076923
Ford,Mustang Shelby GT350,Naturally Aspirated V8,"5,200 cc",526 hp,280 km/h,4.0 sec,"$59,140 ",Petrol,2,582 Nm,5200.0,Extra Large,526,Very High Power,59140.0,2,Media,112.43346007604563,29570.0,11.373076923076923,29570.0,Mainstream,112.43346007604563,11.373076923076923
Ford,F-150 Platinum,Turbocharged V6,"3,500 cc",400 hp,180 km/h,6.5 sec,"$64,695 ",Petrol,5,678 Nm,3500.0,Extra Large,400,Very High Power,64695.0,5,Media,161.7375,12939.0,18.484285714285715,32347.5,Mainstream,161.7375,18.484285714285715
Ford,F-150 Limited,Turbocharged V6,"3,500 cc",450 hp,190 km/h,6.1 sec,"$84,910 ",Petrol,5,678 Nm,3500.0,Extra Large,450,Very High Power,84910.0,5,Media,188.6888888888889,16982.0,24.26,42455.0,Mainstream,188.6888888888889,24.26
Ford,Explorer Platinum,Turbocharged V6,"3,000 cc",400 hp,230 km/h,6.0 sec,"$56,505 ",Petrol,7,563 Nm,3000.0,Extra Large,400,Very High Power,56505.0,7,Media,141.2625,8072.142857142857,18.835,28252.5,Mainstream,141.2625,18.835
Ford,Expedition King Ranch,Turbocharged V6,"3,500 cc",440 hp,210 km/h,6.8 sec,"$79,560 ",Petrol,78,691 Nm,3500.0,Extra Large,440,Very High Power,79560.0,7,Media,180.8181818181818,11365.714285714286,22.731428571428573,39780.0,Mainstream,180.8181818181818,22.731428571428573
Ford,Transit Custom,EcoBlue Turbo Diesel,"2,000 cc",130 hp,160 km/h,12.5 sec,"$35,000 ",Diesel,29,385 Nm,2000.0,Large,130,Medium Power,35000.0,2,Media,269.2307692307692,17500.0,17.5,17500.0,Mainstream,269.2307692307692,17.5
Ford,E-Series Cutaway,V8 Gasoline Engine,"7,300 cc",350 hp,140 km/h,13.0 sec,"$36,000 ",Petrol,2,569 Nm,7300.0,Extra Large,350,Very High Power,36000.0,2,Baja,102.85714285714286,18000.0,4.931506849315069,36000.0,Mainstream,102.85714285714286,4.931506849315069
Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,"2,000 cc",170 hp,160 km/h,11.5 sec,"$37,000 ",Diesel,2,405 Nm,2000.0,Large,170,Medium Power,37000.0,2,Media,217.64705882352942,18500.0,18.5,18500.0,Mainstream,217.64705882352942,18.5
Ford,Transit Electric (E-Transit),Electric Motor,89 kWh (Electric),266 hp,140 km/h,9.0 sec,"$52,000 ",Electric,212,430 Nm,89.0,Small,266,High Power,52000.0,2,Alta,195.48872180451127,26000.0,584.2696629213483,17333.333333333332,Mainstream,195.48872180451127,584.2696629213483
Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,"3,000 cc (petrol) + Electric Motor",457 hp,225 km/h,6.0 sec,"$53,000 ",Hybrid,7,825 Nm,3000.0,Extra Large,457,Very High Power,53000.0,7,Alta,115.97374179431073,7571.428571428572,17.666666666666668,17666.666666666668,Mainstream,115.97374179431073,17.666666666666668
Ford,Maverick Hybrid,I4 Hybrid,"2,500 cc (petrol) + Electric Motor",191 hp,180 km/h,7.8 sec,"$25,000 ",Hybrid,5,210 Nm,2500.0,Extra Large,191,Medium Power,25000.0,5,Media,130.89005235602093,5000.0,10.0,12500.0,Mainstream,130.89005235602093,10.0
Ford,Mustang (2024),V8 Gasoline Engine,"5,000 cc",450 hp,250 km/h,4.5 sec,"$60,000 ",Petrol,4,570 Nm,5000.0,Extra Large,450,Very High Power,60000.0,4,Media,133.33333333333334,15000.0,12.0,30000.0,Mainstream,133.33333333333334,12.0
Ford,Ranger (2024),I4 Turbo Diesel,"2,000 cc",210 hp,180 km/h,8.0 sec,"$40,000 ",Diesel,5,500 Nm,2000.0,Large,210,High Power,40000.0,5,Media,190.47619047619048,8000.0,20.0,20000.0,Mainstream,190.47619047619048,20.0
Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,"2,500 cc (petrol) + Electric Motor",221 hp,190 km/h,7.5 sec,"$38,000 ",Hybrid,5,210 Nm,2500.0,Extra Large,221,High Power,38000.0,5,Media,171.94570135746605,7600.0,15.2,19000.0,Mainstream,171.94570135746605,15.2
Ford,Bronco (2024),V6 EcoBoost,"2,700 cc",310 hp,200 km/h,6.7 sec,"$45,000 ",Petrol,5,542 Nm,2700.0,Extra Large,310,Very High Power,45000.0,5,Media,145.16129032258064,9000.0,16.666666666666668,22500.0,Mainstream,145.16129032258064,16.666666666666668
Ford,Explorer (2024),V6 Turbocharged,"3,000 cc",400 hp,230 km/h,5.9 sec,"$55,000 ",Petrol,7,563 Nm,3000.0,Extra Large,400,Very High Power,55000.0,7,Media,137.5,7857.142857142857,18.333333333333332,27500.0,Mainstream,137.5,18.333333333333332
Toyota,Crown Signia,2.5L Hybrid I4,2487 cc,240 hp,180 km/h,7.6 sec,"$43,590  $48,000",Hybrid (Gas + Electric),5,239 Nm,2487.0,Large,240,High Power,43590.0,5,Media,181.625,8718.0,17.52714113389626,21795.0,Mainstream,181.625,17.52714113389626
Toyota,Corolla Cross,2.0L Gas / 2.0L Hybrid,1987 cc / Hybrid batt,169  196 hp,190 km/h,8.0  9.2 sec,"$25,210  $29,135",Gas / Hybrid,5,190  210 Nm,1987.0,Large,169,Medium Power,25210.0,5,Media,149.1715976331361,5042.0,12.68746854554605,12605.0,Mainstream,149.1715976331361,12.68746854554605
Toyota,C-HR+ ,1.8L / 2.0L Hybrid,1798 / 1987 cc + batt,140  198 hp,180 km/h,7.9  10.5 sec," 33,000",Hybrid,5,190  205 Nm,1987.0,Large,140,Medium Power,33000.0,5,Media,235.71428571428572,6600.0,16.60795168595873,16500.0,Mainstream,235.71428571428572,16.60795168595873
Toyota,RAV4 (6th Gen),2.5L Hybrid / Plug-in Hybrid,2487 cc + batt,219  302 hp,200 km/h,6.0  8.1 sec,"$29,000  $43,000",Hybrid / Plug-in,5,221  400 Nm,2487.0,Large,219,High Power,29000.0,5,Media,132.4200913242009,5800.0,11.660635303578609,14500.0,Mainstream,132.4200913242009,11.660635303578609
